"","model","testletid","itemid","alphabet","A","B","C","D","item_prompt","response","cleaned_response","correct_response","correct","stringdist","model_short","participant_id","participant_group","exclude","exclude_comment"
"2612","gpt-4o-2024-08-06",44,1004,"Greek","eta theta","eta iota iota","mu nu","mu xi xi","If eta theta changes to eta iota iota, what does mu nu change to ?","mu xi xi","mu xi xi","mu xi xi",1,0,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2613","gpt-4o-2024-08-06",44,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu mu xi xi","mu mu xi xi","mu mu xi xi",1,0,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2614","gpt-4o-2024-08-06",44,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ {","~ {","~ {",1,0,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2615","gpt-4o-2024-08-06",44,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ ~ { {","~ ~ { {","~ ~ { {",1,0,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2616","gpt-4o-2024-08-06",44,1003,"Symbol","^ #","^ $","# ~","# {","If ^ # changes to ^ $, what does # ~ change to ?","# $","# $","# {",0,1,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2617","gpt-4o-2024-08-06",44,1004,"Symbol","# ~","# $ $","= :","= ) )","If # ~ changes to # $ $, what does = : change to ?","= ) )","= ) )","= ) )",1,0,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2618","gpt-4o-2024-08-06",44,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","! ! : :","! ! : :","{ { : :",0,2,"GPT-4o","GPT-4o_44","GPT-4o",NA,NA
"2619","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2620","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2621","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i","g i","g i",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2622","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1002,"Latin","e f","e e g g","k l","k k m m","If e f changes to e e g g, what does k l change to ?","k k m m","k k m m","k k m m",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2623","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1003,"Latin","f g","f i","j k","j m","If f g changes to f i, what does j k change to ?","j m","j m","j m",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2624","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1004,"Latin","e f","e g g","j k","j l l","If e f changes to e g g, what does j k change to ?","j l l","j l l","j l l",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2625","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l l n n","l l n n","l l n n",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2626","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1001,"Greek","delta epsilon","delta zeta","theta iota","theta kappa","If delta epsilon changes to delta zeta, what does theta iota change to ?","theta kappa","theta kappa","theta kappa",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2627","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1002,"Greek","delta epsilon","delta delta zeta zeta","kappa lambda","kappa kappa mu mu","If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?","kappa kappa mu mu","kappa kappa mu mu","kappa kappa mu mu",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2628","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda","If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa","theta kappa","theta lambda",0,1,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2629","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1004,"Greek","eta theta","eta iota iota","mu nu","mu xi xi","If eta theta changes to eta iota iota, what does mu nu change to ?","mu xi xi","mu xi xi","mu xi xi",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2630","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu mu xi xi","mu mu xi xi","mu mu xi xi",1,0,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2631","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ #","~ #","~ {",0,1,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2632","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ ~ # #","~ ~ # #","~ ~ { {",0,2,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2633","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1003,"Symbol","^ #","^ $","# ~","# {","If ^ # changes to ^ $, what does # ~ change to ?","# $","# $","# {",0,1,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2634","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1004,"Symbol","# ~","# $ $","= :","= ) )","If # ~ changes to # $ $, what does = : change to ?","= $ $","= $ $","= ) )",0,2,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2635","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",44,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","! ! : :","! ! : :","{ { : :",0,2,"Llama-3.1 405B","Llama-3.1 405B_44","Llama-3.1 405B",NA,NA
"2636","google/gemma-2-27b-it",44,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2637","google/gemma-2-27b-it",44,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k 
","j k k","j k k",1,0,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2638","google/gemma-2-27b-it",44,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i 
","g i","g i",1,0,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2639","google/gemma-2-27b-it",44,1002,"Latin","e f","e e g g","k l","k k m m","If e f changes to e e g g, what does k l change to ?","k k g g 
","k k g g","k k m m",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2640","google/gemma-2-27b-it",44,1003,"Latin","f g","f i","j k","j m","If f g changes to f i, what does j k change to ?","j i 
","j i","j m",0,1,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2641","google/gemma-2-27b-it",44,1004,"Latin","e f","e g g","j k","j l l","If e f changes to e g g, what does j k change to ?","j g g 
","j g g","j l l",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2642","google/gemma-2-27b-it",44,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","b m n n 
","b m n n","l l n n",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2643","google/gemma-2-27b-it",44,1001,"Greek","delta epsilon","delta zeta","theta iota","theta kappa","If delta epsilon changes to delta zeta, what does theta iota change to ?","theta kappa 
","theta kappa","theta kappa",1,0,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2644","google/gemma-2-27b-it",44,1002,"Greek","delta epsilon","delta delta zeta zeta","kappa lambda","kappa kappa mu mu","If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?","kappa lambda zeta zeta 
","kappa lambda zeta zeta","kappa kappa mu mu",0,3,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2645","google/gemma-2-27b-it",44,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda","If delta epsilon changes to delta eta, what does theta iota change to ?","theta eta 
","theta eta","theta lambda",0,1,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2646","google/gemma-2-27b-it",44,1004,"Greek","eta theta","eta iota iota","mu nu","mu xi xi","If eta theta changes to eta iota iota, what does mu nu change to ?","mu nu nu 
","mu nu nu","mu xi xi",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2647","google/gemma-2-27b-it",44,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","alpha xi xi 
","alpha xi xi","mu mu xi xi",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2648","google/gemma-2-27b-it",44,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ ^ 
","~ ^","~ {",0,1,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2649","google/gemma-2-27b-it",44,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ ~ # # 
","~ ~ # #","~ ~ { {",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2650","google/gemma-2-27b-it",44,1003,"Symbol","^ #","^ $","# ~","# {","If ^ # changes to ^ $, what does # ~ change to ?","$ ~ 
","$ ~","# {",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2651","google/gemma-2-27b-it",44,1004,"Symbol","# ~","# $ $","= :","= ) )","If # ~ changes to # $ $, what does = : change to ?","= $ $ 
","= $ $","= ) )",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2652","google/gemma-2-27b-it",44,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","! ! : : 
","! ! : :","{ { : :",0,2,"Gemma-2 27B","Gemma-2 27B_44","Gemma-2 27B",NA,NA
"2653","claude-3-5-sonnet-20241022",45,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2654","claude-3-5-sonnet-20241022",45,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2655","claude-3-5-sonnet-20241022",45,1001,"Latin","b c","b d","f g","f h","If b c changes to b d, what does f g change to ?","f h","f h","f h",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2656","claude-3-5-sonnet-20241022",45,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j j l l","j j l l","j j l l",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2657","claude-3-5-sonnet-20241022",45,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2658","claude-3-5-sonnet-20241022",45,1004,"Latin","b c","b d d","g h","g i i","If b c changes to b d d, what does g h change to ?","g i i","g i i","g i i",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2659","claude-3-5-sonnet-20241022",45,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l l n n","l l n n","l l n n",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2660","claude-3-5-sonnet-20241022",45,1001,"Greek","gamma delta","gamma epsilon","eta theta","eta iota","If gamma delta changes to gamma epsilon, what does eta theta change to ?","eta iota","eta iota","eta iota",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2661","claude-3-5-sonnet-20241022",45,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota lambda lambda","iota iota lambda lambda","iota iota lambda lambda",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2662","claude-3-5-sonnet-20241022",45,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta kappa","eta kappa","eta kappa",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2663","claude-3-5-sonnet-20241022",45,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda","If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota lambda lambda","iota lambda lambda","iota lambda lambda",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2664","claude-3-5-sonnet-20241022",45,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu mu xi xi","mu mu xi xi","mu mu xi xi",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2665","claude-3-5-sonnet-20241022",45,1001,"Symbol","@ %","@ !","# ~","# $","If @ % changes to @ !, what does # ~ change to ?","# $","# $","# $",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2666","claude-3-5-sonnet-20241022",45,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# # $ $","# # $ $","# # $ $",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2667","claude-3-5-sonnet-20241022",45,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ $","^ $","^ $",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2668","claude-3-5-sonnet-20241022",45,1004,"Symbol","% !","% ^ ^","~ $","~ { {","If % ! changes to % ^ ^, what does ~ $ change to ?","~ { {","~ { {","~ { {",1,0,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2669","claude-3-5-sonnet-20241022",45,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","! ! : :","! ! : :","{ { : :",0,2,"Claude-3.5","Claude-3.5_45","Claude-3.5",NA,NA
"2670","gpt-4o-2024-08-06",45,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2671","gpt-4o-2024-08-06",45,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2672","gpt-4o-2024-08-06",45,1001,"Latin","b c","b d","f g","f h","If b c changes to b d, what does f g change to ?","f h","f h","f h",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2673","gpt-4o-2024-08-06",45,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j j k k","j j k k","j j l l",0,2,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2674","gpt-4o-2024-08-06",45,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2675","gpt-4o-2024-08-06",45,1004,"Latin","b c","b d d","g h","g i i","If b c changes to b d d, what does g h change to ?","g i i","g i i","g i i",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2676","gpt-4o-2024-08-06",45,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l m m n","l m m n","l l n n",0,2,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2677","gpt-4o-2024-08-06",45,1001,"Greek","gamma delta","gamma epsilon","eta theta","eta iota","If gamma delta changes to gamma epsilon, what does eta theta change to ?","eta iota","eta iota","eta iota",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2678","gpt-4o-2024-08-06",45,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota kappa kappa lambda lambda","iota iota kappa kappa lambda lambda","iota iota lambda lambda",0,2,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2679","gpt-4o-2024-08-06",45,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta lambda","eta lambda","eta kappa",0,1,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2680","gpt-4o-2024-08-06",45,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda","If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota lambda lambda kappa kappa","iota lambda lambda kappa kappa","iota lambda lambda",0,2,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2681","gpt-4o-2024-08-06",45,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu nu xi xi","mu nu xi xi","mu mu xi xi",0,1,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2682","gpt-4o-2024-08-06",45,1001,"Symbol","@ %","@ !","# ~","# $","If @ % changes to @ !, what does # ~ change to ?","# ^","# ^","# $",0,1,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2683","gpt-4o-2024-08-06",45,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# # ~ ~ ^ ^","# # ~ ~ ^ ^","# # $ $",0,4,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2684","gpt-4o-2024-08-06",45,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ $","^ $","^ $",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2685","gpt-4o-2024-08-06",45,1004,"Symbol","% !","% ^ ^","~ $","~ { {","If % ! changes to % ^ ^, what does ~ $ change to ?","~ { {","~ { {","~ { {",1,0,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2686","gpt-4o-2024-08-06",45,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","! = = : :","! = = : :","{ { : :",0,3,"GPT-4o","GPT-4o_45","GPT-4o",NA,NA
"2687","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2688","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2689","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1001,"Latin","b c","b d","f g","f h","If b c changes to b d, what does f g change to ?","f h","f h","f h",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2690","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j k j j l l","j k j j l l","j j l l",0,2,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2691","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2692","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1004,"Latin","b c","b d d","g h","g i i","If b c changes to b d d, what does g h change to ?","g i i","g i i","g i i",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2693","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l l m m","l l m m","l l n n",0,2,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2694","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1001,"Greek","gamma delta","gamma epsilon","eta theta","eta iota","If gamma delta changes to gamma epsilon, what does eta theta change to ?","eta iota","eta iota","eta iota",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2695","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota lambda lambda","iota iota lambda lambda","iota iota lambda lambda",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2696","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta iota becomes eta lambda","eta iota eta lambda","eta kappa",0,3,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
"2697","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",45,1004,"Greek","delta epsilon","delta zeta zeta","iota kappa","iota lambda lambda","If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","iota lambda lambda","iota lambda lambda","iota lambda lambda",1,0,"Llama-3.1 405B","Llama-3.1 405B_45","Llama-3.1 405B",NA,NA
